,string,start_ms,end_ms,latency_ms
568,e,1169.6044,1170.0905,0.4861000000000786
569,s,1170.1245,1170.6243,0.4998000000000502
570, ,1170.656,1171.1077,0.4517000000000735
571,a,1171.1369,1171.5728,0.4358999999999469
572,r,1171.6148,1172.0461,0.4312999999999647
573,e,1172.0818,1172.5862,0.5044000000000324
574, ,1174.6386,1175.2654,0.6268000000000029
575,m,1175.598,1176.0964,0.4983999999999469
576,a,1176.1352,1176.5728,0.4375999999999749
577,d,1176.7836,1177.3035,0.5199000000000069
578,e,1177.335,1177.7697,0.43470000000002074
579, ,1177.8,1178.1726,0.3726000000001477
580,t,1178.2075,1178.6288,0.4212999999999738
581,h,1178.659,1179.1368,0.4777999999998883
582,e,1179.171,1179.7609,0.5898999999999432
583, ,1179.8071,1180.2477,0.44059999999990396
584,f,1180.2799,1180.6232,0.3432999999999993
585,o,1180.6532,1181.0326,0.3794000000000324
586,o,1181.0621,1181.4998,0.4376999999999498
587,l,1181.5323,1181.8905,0.35819999999989705
588,s,1181.9218,1182.3569,0.43509999999992033
589, ,1182.3869,1182.7677,0.3808000000001357
590,o,1182.8096,1183.2728,0.46319999999991524
591,’,1183.3106,1183.8715,0.5608999999999469
592, ,1183.9332,1184.6571,0.7238999999999578
593,t,1184.7145,1185.2234,0.5089000000000397
594,h,1185.2658,1185.7432,0.4773999999999887
595,’,1185.7821,1186.2302,0.44810000000006767
596, ,1186.2622,1186.6494,0.3872000000001208
597,o,1186.6793,1187.0632,0.38390000000003965
598,t,1187.0917,1187.5107,0.4190000000000964
599,h,1187.5602,1187.9246,0.3644000000001597
600,e,1187.9531,1188.3659,0.4128000000000611
601,r,1188.3945,1188.7898,0.3952999999999065
602, ,1188.8228,1189.2002,0.37740000000007967
603,s,1189.2311,1189.5982,0.3670999999999367
604,e,1189.6276,1189.9483,0.320699999999988
605,n,1189.9779,1190.3768,0.3988999999999123
606,s,1190.4059,1190.7589,0.3530000000000655
607,e,1190.7887,1191.2385,0.4497999999998683
608,s,1191.2669,1191.6692,0.40229999999996835
609, ,1191.6979,1192.041,0.3431000000000495
610,O,1192.0726,1192.4617,0.3891000000000986
611,r,1192.4899,1192.8699,0.37999999999988177
612, ,1192.8996,1193.2681,0.36850000000004
613,e,1193.2967,1193.6545,0.35779999999999745
614,l,1193.6854,1194.047,0.36159999999995307
615,s,1194.0787,1194.5183,0.4395999999999276
616,e,1194.5483,1194.8714,0.32310000000006767
617, ,1194.9023,1195.2751,0.3728000000000975
618,w,1195.304,1195.6847,0.3806999999999334
619,o,1195.7128,1196.0502,0.3373999999998887
620,r,1196.1113,1196.4332,0.32189999999991414
621,t,1196.4652,1196.788,0.3227999999999156
622,h,1196.8183,1197.1347,0.3164000000001579
623, ,1197.1633,1197.5038,0.34050000000002
624,a,1197.5354,1197.8846,0.34920000000010987
625,l,1197.916,1198.3494,0.4334000000001197
626,l,1198.3827,1198.9045,0.5217999999999847
627, ,1198.9719,1199.4826,0.5107000000000426
628,t,1199.583,1200.4358,0.8527999999998883
629,h,1200.4862,1201.5247,1.0384999999998854
630,e,1201.5839,1202.3354,0.7514999999998508
631, ,1202.3764,1202.9038,0.5273999999999432
632,r,1202.9368,1203.3761,0.4393000000000029
633,e,1203.4079,1203.9244,0.5165000000001783
634,s,1203.959,1204.4744,0.5153999999999996
635,t,1204.512,1205.0101,0.4981000000000222
636,.,1205.0388,1205.4954,0.45659999999998035
637, ,1205.5261,1205.945,0.41889999999989413
638,I,1205.9757,1206.4227,0.4470000000001164
639, ,1206.4595,1206.9895,0.5299999999999727
640,s,1207.0252,1207.4282,0.40300000000002
641,e,1207.4592,1207.8552,0.39599999999995816
642,e,1207.8877,1208.2313,0.34359999999992397
643, ,1208.262,1208.6445,0.3825000000001637
644,t,1208.6811,1209.0005,0.31940000000008695
645,h,1209.0302,1209.403,0.3728000000000975
646,e,1209.4332,1209.7564,0.32320000000004256
647,e,1209.7847,1210.1713,0.386600000000044
648, ,1210.2011,1210.5239,0.3227999999999156
649,s,1210.5527,1210.9379,0.3851999999999407
650,t,1210.9677,1211.3015,0.33380000000011023
651,i,1211.3307,1211.6406,0.30989999999997053
652,l,1211.6695,1211.9988,0.32930000000010295
653,l,1212.0274,1212.419,0.39160000000015316
654,",",1212.4484,1212.761,0.3125999999999749
655, ,1212.7897,1213.1518,0.36210000000005493
656,A,1213.1813,1213.524,0.3426999999999225
657,n,1213.5558,1213.987,0.4311999999999898
658,d,1214.0223,1214.45,0.4276999999999589
659,",",1214.4849,1215.2777,0.7928000000001703
660, ,1215.3252,1215.9843,0.6591000000000804
661,o,1216.0594,1216.5709,0.5114999999998417
662,n,1216.6163,1217.1428,0.5265000000001692
663, ,1217.1808,1217.6363,0.45549999999980173
664,t,1217.6825,1218.1888,0.5063000000000102
665,h,1218.234,1218.7278,0.4937999999999647
666,y,1218.7591,1219.0973,0.33819999999991524
667, ,1219.1274,1219.5558,0.42840000000001055
668,b,1219.5858,1219.912,0.3261999999999716
669,l,1219.9405,1220.2928,0.3523000000000138
670,a,1220.3218,1220.77,0.44820000000004256
671,d,1220.806,1221.4643,0.6583000000000538
672,e,1221.5135,1222.2682,0.7546999999999571
673, ,1222.3184,1222.8187,0.5002999999999247
674,a,1222.8559,1223.2857,0.4297999999998865
675,n,1223.3434,1223.7534,0.41000000000008185
676,d,1223.7835,1224.1415,0.35799999999994725
677, ,1224.1779,1224.6226,0.44470000000001164
678,d,1224.6523,1225.0015,0.34920000000010987
679,u,1225.0307,1225.3645,0.33379999999988286
680,d,1225.3993,1225.7167,0.31739999999990687
681,g,1225.7459,1226.0641,0.3182000000001608
682,e,1226.1051,1226.4131,0.3079999999999927
683,o,1226.4423,1226.7508,0.3085000000000946
684,n,1226.7798,1227.0924,0.3125999999999749
685,",",1227.1321,1227.5112,0.3790999999998803
686, ,1227.54,1227.8428,0.3027999999999338
687,g,1227.8712,1228.2466,0.3753999999998996
688,o,1228.2753,1228.6744,0.3991000000000895
689,u,1228.7032,1229.0175,0.3143000000000029
690,t,1229.0457,1229.4732,0.4275000000000091
691,s,1229.5035,1229.8985,0.3949999999999818
692, ,1229.9446,1230.3178,0.3731999999999971
693,o,1230.3504,1230.7504,0.3999999999998636
694,f,1230.787,1231.259,0.47199999999998
695, ,1231.299,1231.8541,0.5551000000000386
696,b,1231.8948,1232.4798,0.5850000000000364
697,l,1232.5184,1233.0545,0.5361000000000331
698,o,1233.1059,1233.5924,0.48649999999997817
699,o,1233.626,1234.0761,0.4501000000000204
700,d,1234.1076,1234.483,0.3753999999998996
701,",",1234.5118,1234.8775,0.36570000000006075
702, ,1234.906,1235.2711,0.365099999999984
703,W,1235.2995,1235.6326,0.3330999999998312
704,h,1235.6645,1236.0023,0.33780000000001564
705,i,1236.0309,1236.4258,0.3949000000000069
706,c,1236.4543,1236.7808,0.3264999999998963
707,h,1236.8337,1237.263,0.429300000000012
708, ,1237.2927,1237.6247,0.3320000000001073
709,w,1237.6681,1238.0008,0.3326999999999316
710,a,1238.0308,1238.4266,0.39580000000000837
711,s,1238.4574,1238.8517,0.39429999999993015
712, ,1238.8879,1239.2718,0.38390000000003965
713,n,1239.3037,1239.6862,0.3825000000001637
714,o,1239.716,1240.0507,0.3347000000001117
715,t,1240.081,1240.4053,0.3242999999999938
716, ,1240.4347,1240.7508,0.3161000000000058
717,s,1240.7901,1241.1128,0.3227000000001681
718,o,1241.1447,1241.5578,0.4130999999999858
719, ,1241.5991,1242.2223,0.6231999999999971
720,b,1242.27,1242.8142,0.5442000000000462
721,e,1242.8696,1243.3419,0.4722999999999047
722,f,1243.3876,1243.7399,0.3523000000000138
723,o,1243.771,1244.0944,0.32339999999999236
724,r,1244.1229,1244.4384,0.31549999999992906
725,e,1244.4665,1244.7723,0.3058000000000902
726,.,1244.8001,1245.103,0.30290000000013606
727, ,1245.1325,1245.5493,0.41679999999996653
728,T,1245.5834,1246.0059,0.42250000000012733
729,h,1246.038,1246.3926,0.3545999999998912
730,e,1246.4221,1246.7649,0.3427999999998974
731,r,1246.7999,1247.152,0.35210000000006403
732,e,1247.1838,1247.5437,0.35989999999992506
733,’,1247.5754,1247.938,0.3626000000001568
734,s,1247.9825,1248.3235,0.3409999999998945
735, ,1248.3535,1248.7167,0.3632000000000062
736,n,1248.7597,1249.1181,0.35839999999984684
737,o,1249.1524,1249.4879,0.33550000000013824
738, ,1249.5172,1249.8906,0.3733999999999469
739,s,1249.9325,1250.2766,0.34410000000002583
740,u,1250.3065,1250.6406,0.3341000000000349
741,c,1250.6695,1251.0045,0.3350000000000364
742,h,1251.0328,1251.357,0.3242000000000189
743, ,1251.3857,1251.6997,0.31399999999985084
744,t,1251.7275,1252.0428,0.31529999999997926
745,h,1252.071,1252.3799,0.3088999999999942
746,i,1252.408,1252.7199,0.3119000000001506
747,n,1252.7495,1253.0657,0.3162000000002081
748,g,1253.105,1253.4484,0.34339999999997417
749,.,1253.4788,1253.8767,0.39789999999993597
750, ,1253.9087,1254.326,0.4173000000000684
751,I,1254.3624,1254.7631,0.40069999999991524
752,t,1254.7972,1255.1746,0.37740000000007967
753, ,1255.207,1255.5623,0.3552999999999429
754,i,1255.5924,1255.9264,0.33400000000006
755,s,1255.9552,1256.2657,0.3104999999998199
756, ,1256.2942,1256.5946,0.3003999999998541
757,t,1256.623,1256.9625,0.33950000000004366
758,h,1256.9907,1257.304,0.31330000000002656
759,e,1257.3326,1257.6436,0.31100000000014916
760, ,1257.6821,1257.9923,0.3101999999998952
761,b,1258.0269,1258.3539,0.3269999999999982
762,l,1258.3818,1258.6872,0.30539999999996326
763,o,1258.7154,1259.0406,0.32519999999999527
764,o,1259.0686,1259.4058,0.3371999999999389
765,d,1259.4344,1259.7621,0.32769999999982247
766,y,1259.7922,1260.1097,0.31749999999988177
767, ,1260.1504,1260.458,0.30760000000009313
768,b,1260.4873,1260.8016,0.3143000000000029
769,u,1260.8306,1261.1456,0.31500000000005457
770,s,1261.1748,1261.5506,0.37580000000002656
771,i,1261.5872,1262.0422,0.4550000000001546
772,n,1262.0918,1262.9539,0.8621000000000549
773,e,1263.0372,1263.71,0.672800000000052
774,s,1263.7766,1264.6801,0.9035000000001219
775,s,1264.7417,1265.3144,0.5726999999999407
776, ,1265.3653,1265.9055,0.5402000000001408
777,w,1265.96,1266.4643,0.5043000000000575
778,h,1266.4983,1266.9385,0.44020000000000437
779,i,1266.9718,1267.344,0.37220000000002074
780,c,1267.3783,1267.7579,0.3795999999999822
781,h,1267.7938,1268.2582,0.46440000000006876
782, ,1268.2901,1268.7168,0.42669999999998254
783,i,1268.7465,1269.164,0.4175000000000182
784,n,1269.1932,1269.5147,0.32150000000001455
785,f,1269.5467,1269.9467,0.3999999999998636
786,o,1269.9766,1270.2935,0.3169000000000324
787,r,1270.3223,1270.6313,0.3089999999999691
788,m,1270.6602,1271.0117,0.35149999999998727
789,s,1271.0407,1271.3393,0.2986000000000786
790, ,1271.368,1271.6947,0.3267000000000735
791,T,1271.724,1272.0997,0.37570000000005166
792,h,1272.1281,1272.4328,0.30470000000013897
793,u,1272.4618,1272.8043,0.3424999999999727
794,s,1272.8328,1273.1452,0.3124000000000251
795, ,1273.1733,1273.5512,0.37790000000018154
796,t,1273.58,1273.893,0.31300000000010186
797,o,1273.9218,1274.3049,0.3831000000000131
798, ,1274.3497,1274.7199,0.37020000000006803
799,m,1274.7497,1275.0789,0.3291999999999007
800,i,1275.1082,1275.4305,0.3223000000000411
801,n,1275.4592,1275.7613,0.30209999999988213
802,e,1275.8007,1276.1826,0.38190000000008695
803, ,1276.2176,1276.5311,0.31349999999997635
804,e,1276.5599,1276.862,0.3021000000001095
805,y,1276.8909,1277.3351,0.4441999999999098
806,e,1277.3669,1277.7321,0.3651999999999589
807,s,1277.7631,1278.0888,0.32570000000009713
808,.,1278.1175,1278.4906,0.3731000000000222
809, ,1278.519,1278.8283,0.30929999999989377
810,N,1278.8575,1279.1812,0.32369999999991705
811,o,1279.2105,1279.5514,0.340900000000147
812,w,1279.5901,1279.9438,0.35370000000011714
813, ,1279.9735,1280.3326,0.3590999999998985
814,o,1280.3712,1280.7239,0.3526999999999134
815,’,1280.754,1281.067,0.31300000000010186
816,e,1281.0968,1281.4702,0.3733999999999469
817,r,1281.4992,1281.8338,0.3346000000001368
818, ,1281.8624,1282.1863,0.3239000000000942
819,t,1282.2154,1282.5903,0.3749000000000251
820,h,1282.6204,1282.9364,0.3160000000000309
821,e,1282.966,1283.5344,0.5684000000001106
822, ,1283.6127,1284.3313,0.7186000000001513
823,o,1284.3715,1284.7903,0.41879999999991924
824,n,1284.8211,1285.1919,0.3708000000001448
825,e,1285.2228,1285.6496,0.42679999999995744
826,-,1285.6777,1285.9902,0.3125
827,h,1286.019,1286.3835,0.36449999999990723
828,a,1286.4129,1286.7439,0.3309999999999036
829,l,1286.772,1287.1086,0.3366000000000895
830,f,1287.137,1287.4528,0.3158000000000811
831, ,1287.4844,1287.8241,0.33969999999999345
832,w,1287.8519,1288.1665,0.314600000000155
833,o,1288.1946,1288.5505,0.35590000000001965
834,r,1288.5785,1288.9016,0.3230999999998403
835,l,1288.9293,1289.291,0.36169999999992797
836,d,1289.3187,1289.6282,0.30950000000007094
837, ,1289.6569,1290.0725,0.4156000000000404
838,N,1290.1008,1290.4047,0.3039000000001124
839,a,1290.4341,1290.7485,0.3143999999999778
840,t,1290.777,1291.122,0.3450000000000273
841,u,1291.158,1291.5093,0.35130000000003747
842,r,1291.5373,1291.8365,0.29919999999992797
843,e,1291.8651,1292.2843,0.4192000000000462
844, ,1292.3122,1292.6915,0.3792999999998301
845,s,1292.7297,1293.1058,0.37609999999995125
846,e,1293.1377,1293.4734,0.33570000000008804
847,e,1293.513,1293.9098,0.3967999999999847
848,m,1293.9387,1294.264,0.32529999999997017
849,s,1294.2946,1294.6831,0.38850000000002183
850, ,1294.7141,1295.0597,0.34560000000010405
851,d,1295.0897,1295.4105,0.3207999999999629
852,e,1295.4391,1295.7495,0.310399999999845
853,a,1295.778,1296.161,0.3830000000000382
854,d,1296.189,1296.5032,0.314200000000028
855,",",1296.5316,1296.8759,0.3442999999999756
856, ,1296.9036,1297.2129,0.30929999999989377
857,a,1297.2414,1297.6025,0.3610999999998512
858,n,1297.6314,1297.9534,0.3220000000001164
859,d,1297.9816,1298.2812,0.29959999999982756
860, ,1298.3093,1298.6309,0.3216000000002168
861,w,1298.6593,1298.9782,0.3188999999999851
862,i,1299.0064,1299.3187,0.3123000000000502
863,c,1299.3466,1299.7549,0.40829999999982647
864,k,1299.7829,1300.0865,0.30359999999996035
865,e,1300.1142,1300.4701,0.35590000000001965
866,d,1300.498,1300.814,0.3160000000000309
867, ,1300.8426,1301.2158,0.3731999999999971
868,d,1301.2437,1301.5512,0.30750000000011823
869,r,1301.5792,1301.875,0.2958000000000993
870,e,1301.9034,1302.2387,0.33530000000018845
871,a,1302.2675,1302.5825,0.31500000000005457
872,m,1302.611,1302.9231,0.31209999999987303
873,s,1302.9517,1303.3208,0.3690999999998894
874, ,1303.3495,1303.6637,0.314200000000028
875,a,1303.7009,1304.1302,0.429300000000012
876,b,1304.1608,1304.5199,0.3590999999998985
877,u,1304.5557,1305.051,0.49530000000004293
878,s,1305.0866,1305.5081,0.4214999999999236
879,e,1305.5385,1305.8816,0.3430999999998221
880, ,1305.9103,1306.2944,0.38409999999998945
881,T,1306.3224,1306.6325,0.31009999999992033
882,h,1306.6612,1306.9776,0.3163999999999305
883,e,1307.0062,1307.3705,0.36429999999995744
884, ,1307.3989,1307.8849,0.4860000000001037
885,c,1307.9201,1308.302,0.3818999999998596
886,u,1308.3327,1308.7191,0.3864000000000942
887,r,1308.7541,1309.1538,0.3996999999999389
888,t,1309.1834,1309.5319,0.3485000000000582
889,a,1309.5607,1309.882,0.32130000000006476
890,i,1309.9111,1310.2868,0.37570000000005166
891,n,1310.3152,1310.6712,0.35599999999999454
892,e,1310.6993,1311.0028,0.30349999999998545
893,d,1311.0317,1311.4624,0.43069999999988795
894, ,1311.4907,1311.8148,0.324100000000044
895,s,1311.843,1312.1443,0.30129999999985557
896,l,1312.1721,1312.4808,0.3087000000000444
897,e,1312.5094,1312.9085,0.3991000000000895
898,e,1312.9366,1313.2459,0.30929999999989377
899,p,1313.2744,1313.5706,0.2961999999999989
900,.,1313.6107,1313.9952,0.3845000000001164
901, ,1314.0441,1314.4328,0.3886999999999716
902,W,1314.4619,1314.7819,0.31999999999993634
903,i,1314.8112,1315.2293,0.4180999999998676
904,t,1315.2578,1315.5596,0.30179999999995744
905,c,1315.5877,1315.8898,0.30209999999988213
906,h,1315.9177,1316.2267,0.3089999999999691
907,c,1316.2552,1316.6094,0.35419999999999163
908,r,1316.6377,1316.9489,0.31120000000009895
909,a,1316.9776,1317.2727,0.29510000000004766
910,f,1317.3009,1317.6003,0.29940000000010514
911,t,1317.6282,1317.937,0.3087999999997919
912, ,1317.9651,1318.3144,0.34930000000008476
913,c,1318.3425,1318.669,0.3265000000001237
914,e,1318.6975,1319.0024,0.30490000000008877
915,l,1319.0305,1319.3439,0.31340000000000146
916,e,1319.3719,1319.6712,0.29929999999990287
917,b,1319.6996,1320.0148,0.31520000000000437
918,r,1320.0538,1320.3736,0.31979999999998654
919,a,1320.4015,1320.6992,0.2977000000000771
920,t,1320.7275,1321.0204,0.29290000000014516
921,e,1321.0484,1321.3598,0.31140000000004875
922,s,1321.3882,1321.6995,0.3112999999998465
923, ,1321.7273,1322.0591,0.33179999999993015
924,P,1322.0873,1322.3916,0.304300000000012
925,a,1322.4196,1322.7308,0.31120000000009895
926,l,1322.7596,1323.0552,0.29559999999992215
927,e,1323.0833,1323.392,0.3087000000000444
928, ,1323.4202,1323.7887,0.36850000000004
929,H,1323.851,1324.1713,0.32029999999986103
930,e,1324.2011,1324.5274,0.3262999999999465
931,c,1324.5557,1324.9818,0.42610000000013315
932,a,1325.0182,1325.3884,0.37020000000006803
933,t,1325.4178,1325.7402,0.322400000000016
934,e,1325.7681,1326.0758,0.30770000000006803
935,’,1326.1046,1326.4129,0.3083000000001448
936,s,1326.4422,1326.7709,0.3287000000000262
937, ,1326.7999,1327.1029,0.30300000000011096
938,o,1327.1317,1327.4578,0.3260999999999967
939,f,1327.486,1327.8417,0.3556999999998425
940,f,1327.8698,1328.1716,0.30179999999995744
941,’,1328.1995,1328.5003,0.3007999999999811
942,r,1328.5288,1328.8375,0.3087000000000444
943,i,1328.8662,1329.1902,0.3240000000000691
944,n,1329.2185,1329.5173,0.2988000000000284
945,g,1329.5454,1329.8681,0.3226999999999407
946,s,1329.896,1330.2015,0.30549999999993815
947,",",1330.2296,1330.5206,0.29100000000016735
948, ,1330.549,1330.8617,0.3126999999999498
949,a,1330.8896,1331.194,0.3043999999999869
950,n,1331.2219,1331.5121,0.2901999999999134
951,d,1331.5396,1331.8504,0.310799999999972
952, ,1331.8781,1332.1733,0.29520000000002256
953,w,1332.2007,1332.5384,0.33769999999981337
954,i,1332.5668,1332.8778,0.3109999999999218
955,t,1332.9057,1333.2025,0.29680000000007567
956,h,1333.2306,1333.5339,0.3032999999998083
957,e,1333.5615,1333.8996,0.33809999999994034
958,r,1333.9294,1334.3186,0.3892000000000735
959,e,1334.3528,1334.7077,0.3549000000000433
960,d,1334.7367,1335.0848,0.3481000000001586
961, ,1335.1259,1335.4239,0.2980000000000018
962,m,1335.4552,1335.7487,0.29349999999999454
963,u,1335.7773,1336.0987,0.32140000000003965
964,r,1336.1268,1336.4311,0.304300000000012
965,d,1336.4617,1336.7761,0.3143999999999778
966,e,1336.8041,1337.1012,0.29710000000000036
967,r,1337.1297,1337.4632,0.33349999999995816
968,",",1337.4914,1337.7962,0.3047999999998865
969, ,1337.8242,1338.1282,0.3040000000000873
970,A,1338.1568,1338.4895,0.3326999999999316
971,l,1338.5202,1338.8502,0.3300000000001546
972,a,1338.8797,1339.2148,0.3351000000000113
973,r,1339.2465,1339.5649,0.3184000000001106
974,u,1339.6133,1339.9835,0.37020000000006803
975,m,1340.0151,1340.3244,0.30929999999989377
976,e,1340.3533,1340.672,0.3187000000000353
977,d,1340.6997,1341.026,0.3263000000001739
978, ,1341.054,1341.3775,0.32349999999996726
979,b,1341.4055,1341.7337,0.32819999999992433
980,y,1341.7614,1342.0521,0.2907000000000153
981, ,1342.0796,1342.3801,0.3005000000000564
982,h,1342.4075,1342.7376,0.33009999999990214
983,i,1342.7662,1343.0774,0.3111999999998716
984,s,1343.1051,1343.3963,0.29120000000011714
985, ,1343.4236,1343.9171,0.49349999999981264
986,s,1343.9449,1344.2556,0.3106999999999971
987,e,1344.2834,1344.6178,0.3343999999999596
988,n,1344.6461,1344.9678,0.32169999999996435
989,t,1344.9955,1345.3009,0.30539999999996326
990,i,1345.3289,1345.73,0.4011000000000422
991,n,1345.7841,1346.1864,0.40229999999996835
992,e,1346.2176,1346.5373,0.31970000000001164
993,l,1346.5657,1346.8979,0.33219999999982974
994,",",1346.9269,1347.2388,0.3119000000001506
995, ,1347.2668,1347.5637,0.2968999999998232
996,t,1347.5913,1347.9113,0.31999999999993634
997,h,1347.9394,1348.2708,0.33140000000003056
998,e,1348.2986,1348.5963,0.29769999999984975
999, ,1348.624,1348.9335,0.30950000000007094
1000,w,1348.9613,1349.2526,0.29130000000009204
1001,o,1349.2804,1349.59,0.30959999999981846
1002,l,1349.6181,1349.9259,0.30780000000004293
1003,f,1349.9541,1350.2697,0.31560000000013133
1004,",",1350.2976,1350.5953,0.29769999999984975
1005, ,1350.6228,1350.9327,0.30989999999997053
1006,W,1350.9604,1351.2657,0.30529999999998836
1007,h,1351.2934,1351.6117,0.3182999999999083
1008,o,1351.6394,1351.981,0.34159999999997126
1009,s,1352.0096,1352.3114,0.30179999999995744
1010,e,1352.3396,1352.6702,0.330600000000004
1011, ,1352.7123,1353.0225,0.3102000000001226
1012,h,1353.051,1353.3492,0.298200000000179
1013,o,1353.3772,1353.7059,0.3287000000000262
1014,w,1353.7344,1354.0866,0.3522000000000389
1015,l,1354.1236,1354.4721,0.3485000000000582
1016,’,1354.504,1354.8425,0.3385000000000673
1017,s,1354.8719,1355.1734,0.30149999999980537
1018, ,1355.2015,1355.4967,0.29520000000002256
1019,h,1355.5286,1355.9924,0.463799999999992
1020,i,1356.0238,1356.373,0.34920000000010987
1021,s,1356.4016,1356.7411,0.33950000000004366
1022, ,1356.7808,1357.0984,0.31760000000008404
1023,w,1357.1279,1357.4511,0.32320000000004256
1024,a,1357.4801,1357.8556,0.37550000000010186
1025,t,1357.8865,1358.3426,0.4560999999998785
1026,c,1358.3759,1358.811,0.43509999999992033
1027,h,1358.8422,1359.2478,0.4056000000000495
1028,",",1359.2813,1359.7131,0.4317999999998392
1029, ,1359.7495,1360.2228,0.4733000000001084
1030,t,1360.2568,1360.6782,0.4213999999999487
1031,h,1360.7102,1361.1589,0.44869999999991705
1032,u,1361.1964,1361.6486,0.452199999999948
1033,s,1361.6806,1362.1491,0.46850000000017644
1034, ,1362.1812,1362.6919,0.5107000000000426
1035,w,1362.7237,1363.1484,0.42470000000002983
1036,i,1363.184,1363.5852,0.4012000000000171
1037,t,1363.6173,1364.0693,0.45200000000022555
1038,h,1364.1017,1364.4752,0.37350000000014916
1039, ,1364.5115,1364.9452,0.4337000000000444
1040,h,1364.9988,1365.5065,0.5076999999998861
1041,i,1365.5453,1366.0153,0.4700000000000273
1042,s,1366.0529,1366.5701,0.5172000000000025
1043, ,1366.6277,1367.2558,0.628099999999904
1044,s,1367.2949,1367.8813,0.5863999999999123
1045,t,1367.9216,1368.4712,0.5496000000000549
1046,e,1368.5094,1368.9708,0.4614000000001397
1047,a,1369.0097,1369.5396,0.5298999999999978
1048,l,1369.5777,1370.1693,0.5915999999999713
1049,t,1370.207,1370.6982,0.49119999999993524
1050,h,1370.7363,1371.409,0.6727000000000771
1051,y,1371.4472,1371.994,0.5467999999998483
1052, ,1372.0298,1372.4706,0.4408000000000811
1053,p,1372.5013,1372.982,0.48070000000006985
1054,a,1373.0136,1373.5588,0.5452000000000226
1055,c,1373.5896,1374.0771,0.4874999999999545
1056,e,1374.1092,1374.515,0.4057999999999993
1057,",",1374.5509,1374.9377,0.3867999999999938
1058, ,1374.9696,1375.3122,0.342600000000175
1059,W,1375.3429,1375.6828,0.33989999999994325
1060,i,1375.7131,1376.1254,0.41229999999995925
1061,t,1376.1555,1376.4792,0.32369999999991705
1062,h,1376.5091,1376.8263,0.31719999999995707
1063, ,1376.8558,1377.1945,0.3387000000000171
1064,T,1377.2245,1377.5569,0.3324000000000069
1065,a,1377.589,1377.9244,0.33540000000016335
1066,r,1377.9543,1378.2756,0.3212999999998374
1067,q,1378.305,1378.6609,0.35590000000001965
1068,u,1378.69,1379.0192,0.3291999999999007
1069,i,1379.0494,1379.3631,0.31369999999992615
1070,n,1379.3926,1379.7259,0.33330000000000837
1071,’,1379.7555,1380.0783,0.3227999999999156
1072,s,1380.1095,1380.4405,0.3309999999999036
1073, ,1380.47,1380.7889,0.3188999999999851
1074,r,1380.8184,1381.1322,0.31379999999990105
1075,a,1381.1607,1381.4685,0.30780000000004293
1076,v,1381.4973,1381.8146,0.31729999999993197
1077,i,1381.8446,1382.1948,0.3502000000000862
1078,s,1382.2241,1382.5367,0.31260000000020227
1079,h,1382.5774,1382.8892,0.3118000000001757
1080,i,1382.9221,1383.2577,0.33560000000011314
1081,n,1383.2872,1383.6054,0.3181999999999334
1082,g,1383.635,1383.9453,0.3103000000000975
1083, ,1383.9854,1384.2884,0.3029999999998836
1084,s,1384.3208,1384.7672,0.44640000000003965
1085,t,1384.8013,1385.1856,0.38429999999993925
1086,r,1385.2174,1385.5523,0.3349000000000615
1087,i,1385.5828,1385.918,0.3351999999999862
1088,d,1385.9476,1386.4608,0.5132000000000971
1089,e,1386.5295,1387.1356,0.6060999999999694
1090,s,1387.1928,1388.2535,1.060699999999997
1091,",",1388.3309,1389.1659,0.8350000000000364
1092, ,1389.247,1389.9579,0.7109000000000378
1093,t,1390.0186,1390.519,0.5003999999998996
1094,o,1390.5603,1391.0511,0.4907999999998083
1095,w,1391.0877,1391.5308,0.4430999999999585
1096,a,1391.5635,1391.9658,0.40229999999996835
1097,r,1391.9994,1392.3959,0.39650000000006
1098,d,1392.4258,1392.7679,0.3421000000000731
1099,s,1392.7981,1393.1173,0.3191999999999098
1100, ,1393.1471,1393.6031,0.45600000000013097
1101,h,1393.6333,1393.9473,0.3140000000000782
1102,i,1393.9782,1394.2955,0.31729999999993197
1103,s,1394.3364,1394.6893,0.3529000000000906
1104, ,1394.7191,1395.1305,0.4113999999999578
1105,d,1395.1813,1395.5814,0.40010000000006585
1106,e,1395.6131,1395.968,0.3549000000000433
1107,s,1395.9987,1396.3135,0.3147999999998774
1108,i,1396.3425,1396.7274,0.384900000000016
1109,g,1396.7584,1397.0948,0.3364000000001397
1110,n,1397.1249,1397.4711,0.34619999999995343
1111, ,1397.4993,1397.8289,0.32960000000002765
1112,M,1397.859,1398.1834,0.3243999999999687
1113,o,1398.213,1398.5348,0.32179999999993925
1114,v,1398.5632,1398.8799,0.3166999999998552
1115,e,1398.9101,1399.2231,0.3129999999998745
1116,s,1399.2517,1399.5597,0.3079999999999927
1117, ,1399.5892,1399.9079,0.3187000000000353
1118,l,1399.9366,1400.2453,0.3087000000000444
1119,i,1400.2753,1400.6191,0.34379999999987376
1120,k,1400.6493,1400.9713,0.32199999999988904
1121,e,1401.0112,1401.3217,0.3105000000000473
1122, ,1401.3514,1401.7959,0.44450000000006185
1123,a,1401.8281,1402.2114,0.3832999999999629
1124, ,1402.2488,1402.7294,0.4805999999998676
1125,g,1402.7678,1403.272,0.5041999999998552
1126,h,1403.3119,1403.7505,0.4386000000001786
1127,o,1403.7847,1404.3011,0.516399999999976
